commodity,region_id,year,month,month_label,n_observations,season_pct_elapsed,ndvi_eom,ndvi_month_mean,ndvi_month_std,ndvi_month_min,ndvi_month_max,lswi_eom,lswi_month_mean,velocity_eom,velocity_month_mean,peak_ndvi,peak_ndvi_date,yield_surprise,surprise_pct,calibration_r2,tercile_mean_early,tercile_mean_mid,tercile_mean_late,ndvi_zscore,ndvi_pct_rank,hist_ndvi_mean,hist_ndvi_std,hist_n_years,direction,severity
wheat,rostov_ru,2026,4,Apr 2026,1,17.2,0.1661,0.1661,,0.1661,0.1661,-0.145,-0.145,0.01985,0.01985,0.1696,2026-03-04,,,,0.1696,,0.1661,-2.229,0.0,0.3249,0.0712,6,BELOW NORMAL,SIGNIFICANT
